drug_name,adverse_event,case_count,quarter,total_drug_reports,total_event_reports,total_database_reports
ACETAMINOPHEN,RESPIRATORY DISORDER,132,2025q2,130285,12525,12399810
ACETAMINOPHEN,RESPIRATORY DISORDER NEONATAL,1,2025q2,130285,19,12399810
ACETAMINOPHEN,RESPIRATORY DISTRESS,46,2025q2,130285,2780,12399810
ACETAMINOPHEN,RESPIRATORY FAILURE,73,2025q2,130285,7661,12399810
ACETAMINOPHEN,RESPIRATORY FUME INHALATION DISORDER,1,2025q2,130285,109,12399810
ACETAMINOPHEN,RESPIRATORY MONILIASIS,1,2025q2,130285,150,12399810
ACETAMINOPHEN,RESPIRATORY RATE DECREASED,12,2025q2,130285,321,12399810
ACETAMINOPHEN,RESPIRATORY RATE INCREASED,24,2025q2,130285,1565,12399810
ACETAMINOPHEN,RESPIRATORY SYMPTOM,8,2025q2,130285,4164,12399810
ACETAMINOPHEN,RESPIRATORY SYNCYTIAL VIRUS INFECTION,32,2025q2,130285,2165,12399810
ACETAMINOPHEN,RESPIRATORY SYNCYTIAL VIRUS TEST POSITIVE,2,2025q2,130285,224,12399810
ACETAMINOPHEN,RESPIRATORY TRACT CONGESTION,64,2025q2,130285,5086,12399810
ACETAMINOPHEN,RESPIRATORY TRACT INFECTION,185,2025q2,130285,11250,12399810
ACETAMINOPHEN,RESPIRATORY TRACT INFECTION BACTERIAL,1,2025q2,130285,102,12399810
ACETAMINOPHEN,RESPIRATORY TRACT INFECTION VIRAL,19,2025q2,130285,913,12399810
ACETAMINOPHEN,RESPIRATORY TRACT IRRITATION,1,2025q2,130285,103,12399810
ACETAMINOPHEN,RESTLESS LEGS SYNDROME,24,2025q2,130285,2585,12399810
ACETAMINOPHEN,RESTLESSNESS,37,2025q2,130285,3687,12399810
ACETAMINOPHEN,RETCHING,14,2025q2,130285,2173,12399810
ACETAMINOPHEN,RETICULOCYTE COUNT INCREASED,1,2025q2,130285,79,12399810
ACETAMINOPHEN,RETINAL DEGENERATION,1,2025q2,130285,127,12399810
ACETAMINOPHEN,RETINAL DETACHMENT,6,2025q2,130285,765,12399810
ACETAMINOPHEN,RETINAL DISORDER,3,2025q2,130285,198,12399810
ACETAMINOPHEN,RETINAL OEDEMA,5,2025q2,130285,237,12399810
ACETAMINOPHEN,RETINAL TEAR,4,2025q2,130285,324,12399810
ACETAMINOPHEN,RETINAL VASCULAR OCCLUSION,2,2025q2,130285,78,12399810
ACETAMINOPHEN,RETINAL VEIN OCCLUSION,1,2025q2,130285,246,12399810
ACETAMINOPHEN,RETINAL VEIN THROMBOSIS,1,2025q2,130285,18,12399810
ACETAMINOPHEN,RETINITIS,108,2025q2,130285,11214,12399810
ACETAMINOPHEN,RETINITIS PIGMENTOSA,2,2025q2,130285,35,12399810
ACETAMINOPHEN,RETROPERITONEAL HAEMATOMA,3,2025q2,130285,139,12399810
ACETAMINOPHEN,REVERSIBLE AIRWAYS OBSTRUCTION,5,2025q2,130285,210,12399810
ACETAMINOPHEN,REVERSIBLE CEREBRAL VASOCONSTRICTION SYNDROME,3,2025q2,130285,340,12399810
ACETAMINOPHEN,RHABDOMYOLYSIS,27,2025q2,130285,2470,12399810
ACETAMINOPHEN,RHEUMATIC FEVER,419,2025q2,130285,35619,12399810
ACETAMINOPHEN,RHEUMATOID ARTHRITIS,700,2025q2,130285,62982,12399810
ACETAMINOPHEN,RHEUMATOID FACTOR INCREASED,5,2025q2,130285,255,12399810
ACETAMINOPHEN,RHEUMATOID FACTOR POSITIVE,340,2025q2,130285,32323,12399810
ACETAMINOPHEN,RHEUMATOID LUNG,2,2025q2,130285,278,12399810
ACETAMINOPHEN,RHEUMATOID NODULE,21,2025q2,130285,1807,12399810
ACETAMINOPHEN,RHEUMATOID VASCULITIS,1,2025q2,130285,45,12399810
ACETAMINOPHEN,RHINALGIA,13,2025q2,130285,746,12399810
ACETAMINOPHEN,RHINITIS,61,2025q2,130285,4074,12399810
ACETAMINOPHEN,RHINITIS ALLERGIC,12,2025q2,130285,1741,12399810
ACETAMINOPHEN,RHINORRHOEA,146,2025q2,130285,11731,12399810
ACETAMINOPHEN,RHINOVIRUS INFECTION,13,2025q2,130285,1129,12399810
ACETAMINOPHEN,RHONCHI,3,2025q2,130285,254,12399810
ACETAMINOPHEN,RHYTHM IDIOVENTRICULAR,1,2025q2,130285,58,12399810
ACETAMINOPHEN,RIB FRACTURE,43,2025q2,130285,3361,12399810
ACETAMINOPHEN,RICHTER'S SYNDROME,1,2025q2,130285,285,12399810
ACETAMINOPHEN,RIGHT VENTRICULAR DYSFUNCTION,2,2025q2,130285,218,12399810
ACETAMINOPHEN,RIGHT VENTRICULAR FAILURE,5,2025q2,130285,466,12399810
ACETAMINOPHEN,RIGHT VENTRICULAR SYSTOLIC PRESSURE INCREASED,2,2025q2,130285,140,12399810
ACETAMINOPHEN,ROAD TRAFFIC ACCIDENT,272,2025q2,130285,25278,12399810
ACETAMINOPHEN,ROOT CANAL INFECTION,3,2025q2,130285,167,12399810
ACETAMINOPHEN,ROSACEA,6,2025q2,130285,550,12399810
ACETAMINOPHEN,ROSAI-DORFMAN SYNDROME,1,2025q2,130285,29,12399810
ACETAMINOPHEN,ROTATOR CUFF SYNDROME,25,2025q2,130285,2375,12399810
ACETAMINOPHEN,RUBBER SENSITIVITY,18,2025q2,130285,776,12399810
ACETAMINOPHEN,SACROILIAC JOINT DYSFUNCTION,1,2025q2,130285,87,12399810
ACETAMINOPHEN,SACROILIITIS,2,2025q2,130285,255,12399810
ACETAMINOPHEN,SALIVARY HYPERSECRETION,6,2025q2,130285,864,12399810
ACETAMINOPHEN,SALIVARY HYPOSECRETION,3,2025q2,130285,26,12399810
ACETAMINOPHEN,SALMONELLOSIS,7,2025q2,130285,360,12399810
ACETAMINOPHEN,SALPINGO-OOPHORECTOMY,1,2025q2,130285,78,12399810
ACETAMINOPHEN,SALPINGO-OOPHORECTOMY BILATERAL,1,2025q2,130285,59,12399810
ACETAMINOPHEN,SALPINGO-OOPHORECTOMY UNILATERAL,1,2025q2,130285,62,12399810
ACETAMINOPHEN,SARCOIDOSIS,5,2025q2,130285,680,12399810
ACETAMINOPHEN,SARS-COV-2 ANTIBODY TEST NEGATIVE,3,2025q2,130285,384,12399810
ACETAMINOPHEN,SARS-COV-2 ANTIBODY TEST POSITIVE,1,2025q2,130285,22,12399810
ACETAMINOPHEN,SARS-COV-2 TEST NEGATIVE,1,2025q2,130285,85,12399810
ACETAMINOPHEN,SARS-COV-2 TEST POSITIVE,45,2025q2,130285,2299,12399810
ACETAMINOPHEN,SCAB,10,2025q2,130285,1389,12399810
ACETAMINOPHEN,SCAPULA FRACTURE,1,2025q2,130285,72,12399810
ACETAMINOPHEN,SCAR,33,2025q2,130285,2338,12399810
ACETAMINOPHEN,SCAR PAIN,1,2025q2,130285,46,12399810
ACETAMINOPHEN,SCARLET FEVER,4,2025q2,130285,59,12399810
ACETAMINOPHEN,SCHIZENCEPHALY,3,2025q2,130285,77,12399810
ACETAMINOPHEN,SCHIZOAFFECTIVE DISORDER,19,2025q2,130285,553,12399810
ACETAMINOPHEN,SCHIZOPHRENIA,30,2025q2,130285,1942,12399810
ACETAMINOPHEN,SCIATIC NERVE INJURY,1,2025q2,130285,186,12399810
ACETAMINOPHEN,SCIATIC NERVE NEUROPATHY,2,2025q2,130285,117,12399810
ACETAMINOPHEN,SCIATICA,214,2025q2,130285,22494,12399810
ACETAMINOPHEN,SCLERAL HAEMORRHAGE,1,2025q2,130285,15,12399810
ACETAMINOPHEN,SCLERITIS,3,2025q2,130285,317,12399810
ACETAMINOPHEN,SCLERODERMA,4,2025q2,130285,467,12399810
ACETAMINOPHEN,SCOLIOSIS,9,2025q2,130285,730,12399810
ACETAMINOPHEN,SCRATCH,10,2025q2,130285,1793,12399810
ACETAMINOPHEN,SCREAMING,3,2025q2,130285,513,12399810
ACETAMINOPHEN,SCROTAL CYST,1,2025q2,130285,10,12399810
ACETAMINOPHEN,SCROTAL INFECTION,3,2025q2,130285,105,12399810
ACETAMINOPHEN,SEASONAL ALLERGY,211,2025q2,130285,10639,12399810
ACETAMINOPHEN,SEBORRHOEIC DERMATITIS,2,2025q2,130285,307,12399810
ACETAMINOPHEN,SEBORRHOEIC KERATOSIS,1,2025q2,130285,404,12399810
ACETAMINOPHEN,SECOND PRIMARY MALIGNANCY,1,2025q2,130285,867,12399810
ACETAMINOPHEN,SECONDARY ADRENOCORTICAL INSUFFICIENCY,1,2025q2,130285,442,12399810
ACETAMINOPHEN,SECONDARY HYPOGONADISM,2,2025q2,130285,85,12399810
ACETAMINOPHEN,SECONDARY IMMUNODEFICIENCY,1,2025q2,130285,469,12399810
ACETAMINOPHEN,SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,1,2025q2,130285,92,12399810
ACETAMINOPHEN,SECRETION DISCHARGE,16,2025q2,130285,3425,12399810
ACETAMINOPHEN,SEDATION,91,2025q2,130285,5085,12399810
ACETAMINOPHEN,SEDATION COMPLICATION,7,2025q2,130285,666,12399810
ACETAMINOPHEN,SEIZURE,91,2025q2,130285,12136,12399810
ACETAMINOPHEN,SEIZURE CLUSTER,1,2025q2,130285,268,12399810
ACETAMINOPHEN,SEIZURE LIKE PHENOMENA,1,2025q2,130285,183,12399810
ACETAMINOPHEN,SELF-INJURIOUS IDEATION,2,2025q2,130285,224,12399810
ACETAMINOPHEN,SELF-MEDICATION,2,2025q2,130285,117,12399810
ACETAMINOPHEN,SENSATION OF FOREIGN BODY,13,2025q2,130285,2240,12399810
ACETAMINOPHEN,SENSITISATION,4,2025q2,130285,177,12399810
ACETAMINOPHEN,SENSITIVE SKIN,22,2025q2,130285,1450,12399810
ACETAMINOPHEN,SENSITIVITY TO WEATHER CHANGE,7,2025q2,130285,1048,12399810
ACETAMINOPHEN,SENSORY DISTURBANCE,9,2025q2,130285,1130,12399810
ACETAMINOPHEN,SENSORY LOSS,29,2025q2,130285,2349,12399810
ACETAMINOPHEN,SEPSIS,224,2025q2,130285,20665,12399810
ACETAMINOPHEN,SEPTIC ENCEPHALOPATHY,1,2025q2,130285,48,12399810
ACETAMINOPHEN,SEPTIC SHOCK,61,2025q2,130285,6749,12399810
ACETAMINOPHEN,SERONEGATIVE ARTHRITIS,42,2025q2,130285,4508,12399810
ACETAMINOPHEN,SEROSITIS,1,2025q2,130285,48,12399810
ACETAMINOPHEN,SEROTONIN SYNDROME,53,2025q2,130285,2453,12399810
ACETAMINOPHEN,SEROUS RETINAL DETACHMENT,4,2025q2,130285,146,12399810
ACETAMINOPHEN,SERUM FERRITIN DECREASED,2,2025q2,130285,230,12399810
ACETAMINOPHEN,SERUM FERRITIN INCREASED,5,2025q2,130285,766,12399810
ACETAMINOPHEN,SERUM SICKNESS,4,2025q2,130285,183,12399810
ACETAMINOPHEN,SEXUAL DYSFUNCTION,7,2025q2,130285,626,12399810
ACETAMINOPHEN,SEXUAL LIFE IMPAIRMENT,1,2025q2,130285,30,12399810
ACETAMINOPHEN,SHOCK,24,2025q2,130285,1994,12399810
ACETAMINOPHEN,SHOCK HAEMORRHAGIC,6,2025q2,130285,863,12399810
ACETAMINOPHEN,SHOULDER ARTHROPLASTY,3,2025q2,130285,439,12399810
ACETAMINOPHEN,SHOULDER FRACTURE,18,2025q2,130285,888,12399810
ACETAMINOPHEN,SHOULDER OPERATION,3,2025q2,130285,435,12399810
ACETAMINOPHEN,SHUNT OCCLUSION,1,2025q2,130285,108,12399810
ACETAMINOPHEN,SIALOADENITIS,1,2025q2,130285,289,12399810
ACETAMINOPHEN,SIGHT DISABILITY,2,2025q2,130285,52,12399810
ACETAMINOPHEN,SINGLE FUNCTIONAL KIDNEY,1,2025q2,130285,46,12399810
ACETAMINOPHEN,SINGLE UMBILICAL ARTERY,1,2025q2,130285,7,12399810
ACETAMINOPHEN,SINOBRONCHITIS,15,2025q2,130285,646,12399810
ACETAMINOPHEN,SINONASAL OBSTRUCTION,4,2025q2,130285,467,12399810
ACETAMINOPHEN,SINUS ARREST,1,2025q2,130285,85,12399810
ACETAMINOPHEN,SINUS ARRHYTHMIA,1,2025q2,130285,44,12399810
ACETAMINOPHEN,SINUS BRADYCARDIA,5,2025q2,130285,630,12399810
ACETAMINOPHEN,SINUS CONGESTION,65,2025q2,130285,4440,12399810
ACETAMINOPHEN,SINUS DISORDER,101,2025q2,130285,6689,12399810
ACETAMINOPHEN,SINUS HEADACHE,14,2025q2,130285,780,12399810
ACETAMINOPHEN,SINUS OPERATION,3,2025q2,130285,222,12399810
ACETAMINOPHEN,SINUS PAIN,5,2025q2,130285,733,12399810
ACETAMINOPHEN,SINUS POLYP,2,2025q2,130285,138,12399810
ACETAMINOPHEN,SINUS RHYTHM,13,2025q2,130285,381,12399810
ACETAMINOPHEN,SINUS TACHYCARDIA,17,2025q2,130285,1318,12399810
ACETAMINOPHEN,SINUSITIS,930,2025q2,130285,58009,12399810
ACETAMINOPHEN,SINUSITIS BACTERIAL,16,2025q2,130285,623,12399810
ACETAMINOPHEN,SINUSITIS FUNGAL,7,2025q2,130285,357,12399810
ACETAMINOPHEN,SJOGREN'S SYNDROME,6,2025q2,130285,790,12399810
ACETAMINOPHEN,SJS-TEN OVERLAP,3,2025q2,130285,228,12399810
ACETAMINOPHEN,SKELETAL INJURY,4,2025q2,130285,431,12399810
ACETAMINOPHEN,SKIN ABRASION,21,2025q2,130285,1338,12399810
ACETAMINOPHEN,SKIN ATROPHY,6,2025q2,130285,613,12399810
ACETAMINOPHEN,SKIN BURNING SENSATION,14,2025q2,130285,2721,12399810
ACETAMINOPHEN,SKIN CANCER,22,2025q2,130285,2260,12399810
ACETAMINOPHEN,SKIN CANDIDA,1,2025q2,130285,158,12399810
ACETAMINOPHEN,SKIN DEPIGMENTATION,1,2025q2,130285,131,12399810
ACETAMINOPHEN,SKIN DISCOLOURATION,35,2025q2,130285,4087,12399810
ACETAMINOPHEN,SKIN DISCOMFORT,1,2025q2,130285,528,12399810
ACETAMINOPHEN,SKIN DISORDER,26,2025q2,130285,4050,12399810
ACETAMINOPHEN,SKIN EROSION,2,2025q2,130285,431,12399810
ACETAMINOPHEN,SKIN EXFOLIATION,60,2025q2,130285,10349,12399810
ACETAMINOPHEN,SKIN FISSURES,25,2025q2,130285,4177,12399810
ACETAMINOPHEN,SKIN FRAGILITY,1,2025q2,130285,43,12399810
ACETAMINOPHEN,SKIN HAEMORRHAGE,26,2025q2,130285,3397,12399810
ACETAMINOPHEN,SKIN HYPERPIGMENTATION,1,2025q2,130285,447,12399810
ACETAMINOPHEN,SKIN HYPERTROPHY,2,2025q2,130285,189,12399810
ACETAMINOPHEN,SKIN HYPOPIGMENTATION,4,2025q2,130285,116,12399810
ACETAMINOPHEN,SKIN INDURATION,2,2025q2,130285,259,12399810
ACETAMINOPHEN,SKIN INFECTION,53,2025q2,130285,3229,12399810
ACETAMINOPHEN,SKIN INJURY,4,2025q2,130285,312,12399810
ACETAMINOPHEN,SKIN IRRITATION,18,2025q2,130285,2458,12399810
ACETAMINOPHEN,SKIN LACERATION,60,2025q2,130285,3854,12399810
ACETAMINOPHEN,SKIN LESION,29,2025q2,130285,3942,12399810
ACETAMINOPHEN,SKIN LESION INFLAMMATION,1,2025q2,130285,23,12399810
ACETAMINOPHEN,SKIN MASS,9,2025q2,130285,812,12399810
ACETAMINOPHEN,SKIN NECROSIS,17,2025q2,130285,1619,12399810
ACETAMINOPHEN,SKIN ODOUR ABNORMAL,3,2025q2,130285,313,12399810
ACETAMINOPHEN,SKIN OEDEMA,1,2025q2,130285,58,12399810
ACETAMINOPHEN,SKIN PAPILLOMA,5,2025q2,130285,589,12399810
ACETAMINOPHEN,SKIN PLAQUE,6,2025q2,130285,670,12399810
ACETAMINOPHEN,SKIN REACTION,13,2025q2,130285,1278,12399810
ACETAMINOPHEN,SKIN STRIAE,2,2025q2,130285,145,12399810
ACETAMINOPHEN,SKIN SWELLING,4,2025q2,130285,968,12399810
ACETAMINOPHEN,SKIN TEMPERATURE INCREASED,1,2025q2,130285,15,12399810
ACETAMINOPHEN,SKIN TIGHTNESS,2,2025q2,130285,271,12399810
ACETAMINOPHEN,SKIN TOXICITY,1,2025q2,130285,736,12399810
ACETAMINOPHEN,SKIN TURGOR DECREASED,1,2025q2,130285,95,12399810
ACETAMINOPHEN,SKIN ULCER,35,2025q2,130285,3849,12399810
ACETAMINOPHEN,SKIN WARM,7,2025q2,130285,596,12399810
ACETAMINOPHEN,SKIN WEEPING,2,2025q2,130285,782,12399810
ACETAMINOPHEN,SKIN WOUND,2,2025q2,130285,363,12399810
ACETAMINOPHEN,SKIN WRINKLING,1,2025q2,130285,221,12399810
ACETAMINOPHEN,SLEEP APNOEA SYNDROME,25,2025q2,130285,3266,12399810
ACETAMINOPHEN,SLEEP DEFICIT,3,2025q2,130285,436,12399810
ACETAMINOPHEN,SLEEP DISORDER,459,2025q2,130285,46006,12399810
ACETAMINOPHEN,SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION,69,2025q2,130285,16119,12399810
ACETAMINOPHEN,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, HYPERSOMNIA TYPE",6,2025q2,130285,669,12399810
ACETAMINOPHEN,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE",294,2025q2,130285,25368,12399810
ACETAMINOPHEN,SLEEP DISORDER THERAPY,25,2025q2,130285,2075,12399810
ACETAMINOPHEN,SLEEP INERTIA,1,2025q2,130285,27,12399810
ACETAMINOPHEN,SLEEP TALKING,2,2025q2,130285,309,12399810
ACETAMINOPHEN,SLEEP TERROR,5,2025q2,130285,602,12399810
ACETAMINOPHEN,SLOW RESPONSE TO STIMULI,1,2025q2,130285,137,12399810
ACETAMINOPHEN,SLOW SPEECH,2,2025q2,130285,448,12399810
ACETAMINOPHEN,SLUGGISHNESS,10,2025q2,130285,857,12399810
ACETAMINOPHEN,SMALL FIBRE NEUROPATHY,1,2025q2,130285,134,12399810
ACETAMINOPHEN,SMALL FOR DATES BABY,2,2025q2,130285,181,12399810
ACETAMINOPHEN,SMALL INTESTINAL HAEMORRHAGE,1,2025q2,130285,134,12399810
ACETAMINOPHEN,SMALL INTESTINAL OBSTRUCTION,15,2025q2,130285,1316,12399810
ACETAMINOPHEN,SMALL INTESTINAL ULCER HAEMORRHAGE,1,2025q2,130285,27,12399810
ACETAMINOPHEN,SMALL INTESTINE ULCER,2,2025q2,130285,87,12399810
ACETAMINOPHEN,SMEAR CERVIX ABNORMAL,1,2025q2,130285,148,12399810
ACETAMINOPHEN,SMOKE SENSITIVITY,8,2025q2,130285,358,12399810
ACETAMINOPHEN,SNEEZING,66,2025q2,130285,4853,12399810
ACETAMINOPHEN,SNORING,2,2025q2,130285,763,12399810
ACETAMINOPHEN,SOCIAL ANXIETY DISORDER,2,2025q2,130285,115,12399810
ACETAMINOPHEN,SOCIAL PROBLEM,1,2025q2,130285,289,12399810
ACETAMINOPHEN,SOFT TISSUE DISORDER,2,2025q2,130285,88,12399810
ACETAMINOPHEN,SOFT TISSUE INFECTION,1,2025q2,130285,189,12399810
ACETAMINOPHEN,SOFT TISSUE INJURY,9,2025q2,130285,437,12399810
ACETAMINOPHEN,SOFT TISSUE SARCOMA,1,2025q2,130285,22,12399810
ACETAMINOPHEN,SOFT TISSUE SWELLING,1,2025q2,130285,65,12399810
ACETAMINOPHEN,SOLAR LENTIGO,3,2025q2,130285,236,12399810
ACETAMINOPHEN,SOMATIC SYMPTOM DISORDER,1,2025q2,130285,451,12399810
ACETAMINOPHEN,SOMNAMBULISM,5,2025q2,130285,1045,12399810
ACETAMINOPHEN,SOMNOLENCE,290,2025q2,130285,25140,12399810
ACETAMINOPHEN,SOPOR,12,2025q2,130285,569,12399810
ACETAMINOPHEN,SPASMODIC DYSPHONIA,2,2025q2,130285,38,12399810
ACETAMINOPHEN,SPECIFIC GRAVITY URINE DECREASED,1,2025q2,130285,13,12399810
ACETAMINOPHEN,SPEECH DISORDER,46,2025q2,130285,4332,12399810
ACETAMINOPHEN,SPHINCTER OF ODDI DYSFUNCTION,1,2025q2,130285,276,12399810
ACETAMINOPHEN,SPINAL ANAESTHESIA,1,2025q2,130285,9,12399810
ACETAMINOPHEN,SPINAL CLAUDICATION,1,2025q2,130285,43,12399810
ACETAMINOPHEN,SPINAL COLUMN INJURY,4,2025q2,130285,247,12399810
ACETAMINOPHEN,SPINAL COMPRESSION FRACTURE,14,2025q2,130285,1466,12399810
ACETAMINOPHEN,SPINAL CORD COMPRESSION,4,2025q2,130285,262,12399810
ACETAMINOPHEN,SPINAL CORD INFECTION,2,2025q2,130285,147,12399810
ACETAMINOPHEN,SPINAL CORD INJURY,2,2025q2,130285,344,12399810
ACETAMINOPHEN,SPINAL CORD LIPOMA,1,2025q2,130285,20,12399810
ACETAMINOPHEN,SPINAL CORD OPERATION,1,2025q2,130285,52,12399810
ACETAMINOPHEN,SPINAL DECOMPRESSION,3,2025q2,130285,64,12399810
ACETAMINOPHEN,SPINAL DEFORMITY,1,2025q2,130285,220,12399810
ACETAMINOPHEN,SPINAL DISORDER,24,2025q2,130285,1387,12399810
ACETAMINOPHEN,SPINAL EPIDURAL HAEMATOMA,2,2025q2,130285,38,12399810
ACETAMINOPHEN,SPINAL EPIDURAL HAEMORRHAGE,2,2025q2,130285,21,12399810
ACETAMINOPHEN,SPINAL FRACTURE,24,2025q2,130285,2561,12399810
ACETAMINOPHEN,SPINAL FUSION SURGERY,38,2025q2,130285,3645,12399810
ACETAMINOPHEN,SPINAL LAMINECTOMY,3,2025q2,130285,83,12399810
ACETAMINOPHEN,SPINAL OPERATION,14,2025q2,130285,1751,12399810
ACETAMINOPHEN,SPINAL OSTEOARTHRITIS,4,2025q2,130285,1844,12399810
ACETAMINOPHEN,SPINAL PAIN,20,2025q2,130285,1615,12399810
ACETAMINOPHEN,SPINAL STENOSIS,7,2025q2,130285,1326,12399810
ACETAMINOPHEN,SPINAL SYNOVIAL CYST,1,2025q2,130285,36,12399810
ACETAMINOPHEN,SPLEEN DISORDER,2,2025q2,130285,295,12399810
ACETAMINOPHEN,SPLENIC LESION,1,2025q2,130285,95,12399810
ACETAMINOPHEN,SPLENIC RUPTURE,1,2025q2,130285,116,12399810
ACETAMINOPHEN,SPLENIC VEIN THROMBOSIS,1,2025q2,130285,70,12399810
ACETAMINOPHEN,SPLENOMEGALY,9,2025q2,130285,1329,12399810
ACETAMINOPHEN,SPONDYLITIS,53,2025q2,130285,4650,12399810
ACETAMINOPHEN,SPONTANEOUS HAEMATOMA,2,2025q2,130285,43,12399810
ACETAMINOPHEN,SPRUE-LIKE ENTEROPATHY,1,2025q2,130285,30,12399810
ACETAMINOPHEN,SPUTUM ABNORMAL,1,2025q2,130285,49,12399810
ACETAMINOPHEN,SPUTUM CULTURE,2,2025q2,130285,57,12399810
ACETAMINOPHEN,SPUTUM CULTURE POSITIVE,5,2025q2,130285,179,12399810
ACETAMINOPHEN,SPUTUM DISCOLOURED,46,2025q2,130285,3767,12399810
ACETAMINOPHEN,SPUTUM INCREASED,2,2025q2,130285,350,12399810
ACETAMINOPHEN,SPUTUM PURULENT,2,2025q2,130285,236,12399810
ACETAMINOPHEN,SPUTUM RETENTION,1,2025q2,130285,222,12399810
ACETAMINOPHEN,SQUAMOUS CELL CARCINOMA,4,2025q2,130285,1076,12399810
ACETAMINOPHEN,SQUAMOUS CELL CARCINOMA OF SKIN,6,2025q2,130285,933,12399810
ACETAMINOPHEN,STAB WOUND,1,2025q2,130285,58,12399810
ACETAMINOPHEN,STAPHYLOCOCCAL BACTERAEMIA,13,2025q2,130285,1122,12399810
ACETAMINOPHEN,STAPHYLOCOCCAL INFECTION,53,2025q2,130285,5247,12399810
ACETAMINOPHEN,STAPHYLOCOCCAL SEPSIS,5,2025q2,130285,745,12399810
ACETAMINOPHEN,STAPHYLOCOCCAL SKIN INFECTION,2,2025q2,130285,210,12399810
ACETAMINOPHEN,STAPHYLOCOCCUS TEST POSITIVE,2,2025q2,130285,285,12399810
ACETAMINOPHEN,STARING,2,2025q2,130285,74,12399810
ACETAMINOPHEN,STARVATION,2,2025q2,130285,104,12399810
ACETAMINOPHEN,STARVATION KETOACIDOSIS,4,2025q2,130285,152,12399810
ACETAMINOPHEN,STASIS DERMATITIS,1,2025q2,130285,94,12399810
ACETAMINOPHEN,STATUS EPILEPTICUS,10,2025q2,130285,1030,12399810
ACETAMINOPHEN,STATUS MIGRAINOSUS,1,2025q2,130285,16,12399810
ACETAMINOPHEN,STEATORRHOEA,1,2025q2,130285,178,12399810
ACETAMINOPHEN,STEM CELL THERAPY,1,2025q2,130285,67,12399810
ACETAMINOPHEN,STEM CELL TRANSPLANT,2,2025q2,130285,178,12399810
ACETAMINOPHEN,STENOSIS,5,2025q2,130285,522,12399810
ACETAMINOPHEN,STENOTROPHOMONAS INFECTION,3,2025q2,130285,185,12399810
ACETAMINOPHEN,STENT PLACEMENT,3,2025q2,130285,645,12399810
ACETAMINOPHEN,STERNAL FRACTURE,10,2025q2,130285,567,12399810
ACETAMINOPHEN,STEROID DEPENDENCE,31,2025q2,130285,2405,12399810
ACETAMINOPHEN,STEROID DIABETES,1,2025q2,130285,338,12399810
ACETAMINOPHEN,STEVENS-JOHNSON SYNDROME,22,2025q2,130285,1683,12399810
ACETAMINOPHEN,STIFF PERSON SYNDROME,4,2025q2,130285,214,12399810
ACETAMINOPHEN,STILL'S DISEASE,1,2025q2,130285,431,12399810
ACETAMINOPHEN,STILLBIRTH,1,2025q2,130285,198,12399810
ACETAMINOPHEN,STOMA CLOSURE,2,2025q2,130285,58,12399810
ACETAMINOPHEN,STOMA COMPLICATION,4,2025q2,130285,639,12399810
ACETAMINOPHEN,STOMA CREATION,3,2025q2,130285,108,12399810
ACETAMINOPHEN,STOMA PROLAPSE,1,2025q2,130285,181,12399810
ACETAMINOPHEN,STOMA SITE ABSCESS,1,2025q2,130285,50,12399810
ACETAMINOPHEN,STOMA SITE DERMATITIS,2,2025q2,130285,42,12399810
ACETAMINOPHEN,STOMA SITE DISCHARGE,4,2025q2,130285,569,12399810
ACETAMINOPHEN,STOMA SITE ERYTHEMA,4,2025q2,130285,408,12399810
ACETAMINOPHEN,STOMA SITE HAEMORRHAGE,2,2025q2,130285,297,12399810
ACETAMINOPHEN,STOMA SITE HYPERGRANULATION,2,2025q2,130285,106,12399810
ACETAMINOPHEN,STOMA SITE INDURATION,1,2025q2,130285,38,12399810
ACETAMINOPHEN,STOMA SITE INFLAMMATION,2,2025q2,130285,117,12399810
ACETAMINOPHEN,STOMA SITE ODOUR,2,2025q2,130285,30,12399810
ACETAMINOPHEN,STOMA SITE OEDEMA,1,2025q2,130285,96,12399810
ACETAMINOPHEN,STOMA SITE PAIN,5,2025q2,130285,340,12399810
ACETAMINOPHEN,STOMA SITE REACTION,3,2025q2,130285,192,12399810
ACETAMINOPHEN,STOMATITIS,470,2025q2,130285,43645,12399810
ACETAMINOPHEN,STRABISMUS,5,2025q2,130285,338,12399810
ACETAMINOPHEN,STREPTOBACILLARY FEVER,1,2025q2,130285,11,12399810
ACETAMINOPHEN,STREPTOCOCCAL ENDOCARDITIS,1,2025q2,130285,27,12399810
ACETAMINOPHEN,STREPTOCOCCAL INFECTION,23,2025q2,130285,1408,12399810
ACETAMINOPHEN,STREPTOCOCCAL SEPSIS,21,2025q2,130285,1182,12399810
ACETAMINOPHEN,STREPTOCOCCUS TEST POSITIVE,1,2025q2,130285,89,12399810
ACETAMINOPHEN,STRESS,191,2025q2,130285,17264,12399810
ACETAMINOPHEN,STRESS AT WORK,3,2025q2,130285,184,12399810
ACETAMINOPHEN,STRESS CARDIOMYOPATHY,1,2025q2,130285,660,12399810
